vehicle_id,speed,time_from_spawn,color,type
909,0.0,9533.0,-1#-1#0#-1,car
910,0.0,9470.8,-1#-1#0#-1,car
911,2.0705167062838128E-4,9531.0,-1#-1#0#-1,car
912,14.014625182359701,9528.8,-1#-1#0#-1,car
915,0.0,9527.0,-1#-1#0#-1,car
917,0.0,9525.0,-1#-1#0#-1,car
918,0.0,9524.0,-1#-1#0#-1,car
919,10.54475051616316,9523.0,-1#-1#0#-1,car
920,0.0,9522.0,-1#-1#0#-1,car
800,0.0,9642.0,-1#-1#0#-1,car
921,0.0,9521.0,-1#-1#0#-1,car
801,0.0,9641.0,-1#-1#0#-1,car
802,0.0,9640.0,-1#-1#0#-1,car
923,15.44677397487807,9519.0,-1#-1#0#-1,car
803,0.0,9639.0,-1#-1#0#-1,car
924,0.0,9502.0,-1#-1#0#-1,car
804,0.0,9638.0,-1#-1#0#-1,car
925,0.0,9517.0,-1#-1#0#-1,car
926,0.0,9516.0,-1#-1#0#-1,car
806,0.0,9636.0,-1#-1#0#-1,car
927,0.0,9515.0,-1#-1#0#-1,car
807,0.0,9527.3,-1#-1#0#-1,car
928,7.859452364791032,9514.0,-1#-1#0#-1,car
808,0.0,9634.0,-1#-1#0#-1,car
809,0.0,9633.0,-1#-1#0#-1,car
930,10.697360407634708,9512.0,-1#-1#0#-1,car
810,0.0,9632.0,-1#-1#0#-1,car
931,0.0,9511.0,-1#-1#0#-1,car
811,0.0,9631.0,-1#-1#0#-1,car
932,0.0,9510.0,-1#-1#0#-1,car
812,0.0,9630.0,-1#-1#0#-1,car
933,0.0,9509.0,-1#-1#0#-1,car
813,0.0,9629.0,-1#-1#0#-1,car
934,8.502759208387427,9508.0,-1#-1#0#-1,car
814,0.0,9628.0,-1#-1#0#-1,car
815,0.0,9627.0,-1#-1#0#-1,car
936,0.0,9506.0,-1#-1#0#-1,car
816,0.0,9626.0,-1#-1#0#-1,car
937,0.0,9505.0,-1#-1#0#-1,car
817,0.0,9623.4,-1#-1#0#-1,car
938,0.0,9504.0,-1#-1#0#-1,car
1011,13.852673363391691,9431.0,-1#-1#0#-1,car
1010,14.331397942781336,9432.0,-1#-1#0#-1,car
1008,7.547624265503477,9434.0,-1#-1#0#-1,car
1007,10.714074343710683,9432.2,-1#-1#0#-1,car
1006,0.04244038016516554,9436.0,-1#-1#0#-1,car
1005,0.0,9437.0,-1#-1#0#-1,car
1004,0.0,9438.0,-1#-1#0#-1,car
940,0.0,9502.0,-1#-1#0#-1,car
1002,10.81537788699416,9439.9,-1#-1#0#-1,car
820,0.0,9622.0,-1#-1#0#-1,car
941,0.0,9501.0,-1#-1#0#-1,car
1001,0.0,9441.0,-1#-1#0#-1,car
700,0.0,9742.0,-1#-1#0#-1,car
821,0.0,9621.0,-1#-1#0#-1,car
702,0.0,9740.0,-1#-1#0#-1,car
944,0.01026692613221709,9498.0,-1#-1#0#-1,car
703,2.6554603480677823,9739.0,-1#-1#0#-1,car
945,12.15944756708024,9494.4,-1#-1#0#-1,car
946,0.0,9496.0,-1#-1#0#-1,car
826,0.0,9616.0,-1#-1#0#-1,car
947,0.0,9495.0,-1#-1#0#-1,car
706,0.0,9736.0,-1#-1#0#-1,car
948,0.0,9494.0,-1#-1#0#-1,car
707,0.0,9735.0,-1#-1#0#-1,car
828,0.0,9614.0,-1#-1#0#-1,car
1009,12.950298395380447,9433.0,-1#-1#0#-1,car
708,0.0,9469.8,-1#-1#0#-1,car
1022,1.4235679799361864E-4,9420.0,-1#-1#0#-1,car
1020,0.0,9422.0,-1#-1#0#-1,car
1019,9.043437798921596,9423.0,-1#-1#0#-1,car
1018,15.445933430937652,9424.0,-1#-1#0#-1,car
1016,0.6182302705106617,9426.0,-1#-1#0#-1,car
1015,10.154377432982857,9427.0,-1#-1#0#-1,car
1014,8.96523207675939,9428.0,-1#-1#0#-1,car
830,0.0,9612.0,-1#-1#0#-1,car
951,0.0,9491.0,-1#-1#0#-1,car
1013,0.0,9429.0,-1#-1#0#-1,car
831,0.0,9611.0,-1#-1#0#-1,car
952,0.0,9490.0,-1#-1#0#-1,car
711,0.0,9730.6,-1#-1#0#-1,car
953,13.621667214068959,9489.0,-1#-1#0#-1,car
712,0.0,9730.0,-1#-1#0#-1,car
833,0.0,9609.0,-1#-1#0#-1,car
954,13.512734617656399,9488.0,-1#-1#0#-1,car
834,0.0,9608.0,-1#-1#0#-1,car
955,0.0,9487.0,-1#-1#0#-1,car
835,10.442801560677085,9529.5,-1#-1#0#-1,car
956,0.0,9486.0,-1#-1#0#-1,car
715,0.0,9727.0,-1#-1#0#-1,car
836,0.0,9606.0,-1#-1#0#-1,car
837,0.0,9605.0,-1#-1#0#-1,car
958,7.013512605198503,9484.0,-1#-1#0#-1,car
717,0.0,9725.0,-1#-1#0#-1,car
838,0.0,9604.0,-1#-1#0#-1,car
959,0.0,9483.0,-1#-1#0#-1,car
718,0.0,9587.9,-1#-1#0#-1,car
719,0.0,9723.0,-1#-1#0#-1,car
1032,8.715527807846028,9410.0,-1#-1#0#-1,car
1031,8.23344567540177,9411.0,-1#-1#0#-1,car
1030,16.307886530652787,9412.0,-1#-1#0#-1,car
1029,0.0,9413.0,-1#-1#0#-1,car
1027,0.0,9415.0,-1#-1#0#-1,car
960,0.0,9482.0,-1#-1#0#-1,car
1026,9.199162396096575,9416.0,-1#-1#0#-1,car
961,14.823868946990979,9481.0,-1#-1#0#-1,car
1025,0.0,9417.0,-1#-1#0#-1,car
841,0.0,9601.0,-1#-1#0#-1,car
962,0.0,9480.0,-1#-1#0#-1,car
721,0.0,9721.0,-1#-1#0#-1,car
842,0.0,9600.0,-1#-1#0#-1,car
963,16.963578650494814,9476.9,-1#-1#0#-1,car
1023,7.645594049539291,9419.0,-1#-1#0#-1,car
722,0.0,9718.3,-1#-1#0#-1,car
843,0.0,9599.0,-1#-1#0#-1,car
964,0.0,9478.0,-1#-1#0#-1,car
602,0.0,9840.0,-1#-1#0#-1,car
723,0.0,9719.0,-1#-1#0#-1,car
844,0.0,9598.0,-1#-1#0#-1,car
965,0.0,9477.0,-1#-1#0#-1,car
603,0.0,9839.0,-1#-1#0#-1,car
724,0.0,9718.0,-1#-1#0#-1,car
845,8.963907511022306,9597.0,-1#-1#0#-1,car
966,0.0,9476.0,-1#-1#0#-1,car
725,0.0,9717.0,-1#-1#0#-1,car
846,9.744421521145059,9596.0,-1#-1#0#-1,car
967,0.0,9475.0,-1#-1#0#-1,car
726,0.0,9716.0,-1#-1#0#-1,car
847,0.0,9595.0,-1#-1#0#-1,car
968,0.0,9474.0,-1#-1#0#-1,car
606,0.0,9836.0,-1#-1#0#-1,car
727,0.0,9715.0,-1#-1#0#-1,car
848,0.0,9594.0,-1#-1#0#-1,car
969,9.019366208034397,9473.0,-1#-1#0#-1,car
607,0.0,9835.0,-1#-1#0#-1,car
849,0.0,9593.0,-1#-1#0#-1,car
608,11.248501794326446,9834.0,-1#-1#0#-1,car
729,0.0,9713.0,-1#-1#0#-1,car
609,0.0,9833.0,-1#-1#0#-1,car
1043,2.599492649145469,9399.0,-1#-1#0#-1,car
1042,1.6549689183652538,9398.5,-1#-1#0#-1,car
1041,6.739095299608362,9401.0,-1#-1#0#-1,car
1039,7.68388534777816,9403.0,-1#-1#0#-1,car
970,0.0,9472.0,-1#-1#0#-1,car
1038,9.102635915684171,9404.0,-1#-1#0#-1,car
850,0.0,9592.0,-1#-1#0#-1,car
971,6.9657819620025645,9471.0,-1#-1#0#-1,car
1037,7.246121095370602,9405.0,-1#-1#0#-1,car
730,0.0,9712.0,-1#-1#0#-1,car
851,0.0,9589.5,-1#-1#0#-1,car
972,0.0,9470.0,-1#-1#0#-1,car
1036,7.155850200143356,9406.0,-1#-1#0#-1,car
973,0.0,9469.0,-1#-1#0#-1,car
1035,10.256860046152507,9407.0,-1#-1#0#-1,car
611,0.0,9831.0,-1#-1#0#-1,car
732,0.0,9710.0,-1#-1#0#-1,car
853,0.0,9589.0,-1#-1#0#-1,car
